tweet;created_at;source
@FVR_NABI O asilo do Batman, onde ele coloca as pessoas que ele namora;2022-05-21 01:18:01+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:17:59+00:00;Twitter for Android
@aquavish Esse batman tá tão bonito;2022-05-21 01:17:48+00:00;Twitter for iPhone
Eu fiquei vendo os créditos até em Batman;2022-05-21 01:17:33+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:16:11+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:15:45+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:15:36+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:15:28+00:00;Twitter for Android
Baixei a 5 passsos de você e Batman. Esse FDS vou me enterrar em filmes;2022-05-21 01:15:22+00:00;Twitter for iPhone
"no momento eu me encontro bem depressivo sem alegria sombrio sem sentimentos

vou ler Batman";2022-05-21 01:15:15+00:00;Twitter for Android
Esse podcast do batman no spotify é incrivel, um dos  melhores storytelling que ja vi.;2022-05-21 01:15:15+00:00;Twitter Web App
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:15:00+00:00;Twitter for Android
"fight club ✅
taxi driver ❌
scarface  ❌
pulp fiction ✅
psicopata americano❌
matrix ✅
drive  ❌
donnie darko✅
lobo de w. street ✅
500 dias com ela ❌
joker ✅
o abutre ✅
o farol ❌
ilha do medo✅
a outra história americana ❌
the batman ✅ https://t.co/iCuiiILPTH";2022-05-21 01:14:53+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:14:40+00:00;Twitter for Android
@coxasdashizuku ? nao lembro do batman sendo bichola;2022-05-21 01:14:36+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:14:30+00:00;Twitter for Android
"@GnRagnar @YatoPaulista @ayazzera O Batman é bom demais pô
Ele é o nosso novo Prass";2022-05-21 01:14:29+00:00;Twitter Web App
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:14:27+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:14:24+00:00;Twitter for Android
@AllandosSants1 Fala que é uma pessoa igual ao Coringa do filme Batman.;2022-05-21 01:14:09+00:00;Twitter for Android
@Eyes_ofthetruth @YatoPaulista @ayazzera Eu espero que o Batman não faça isso tbm 😖;2022-05-21 01:13:58+00:00;Twitter for Android
tô num poço de baixa autoestima, sem bunda sem peito só a capa do batman;2022-05-21 01:13:47+00:00;Twitter for Android
@arrascaocta @Matheus82734995 @Camisa81FLA @polvopaulpreviu @flamengariano @Brasileirao Carai, o Batman ta afiado;2022-05-21 01:13:27+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:13:10+00:00;Twitter for Android
3a tentativa de assistir The Batman, vamos ver se hoje a HBO Max deixa eu ver esse filme;2022-05-21 01:13:08+00:00;Twitter for Android
"Hj vou dormir batendo palmas pois acabei de ver The Batman e nossa que filme bom vsf.
Zoë Kravitz me quebre na porrada se vc quiser (Robert Pattinson tbm)";2022-05-21 01:13:01+00:00;Twitter for Android
@AJSandim @thayexrs incrível, to me sentindo o batman;2022-05-21 01:12:57+00:00;Twitter for iPhone
No filme do Morbius tem tanto morcego que o Batman ficaria com inveja 😂😂😂;2022-05-21 01:12:44+00:00;Twitter for iPhone
"@cielEgatos fight club ✅
taxi driver ❌
scarface ❌
pulp fiction ❌
psicopata americano ❌
matrix ✅
drive ❌
donnie darko ❌
lobo de w. street ❌
500 dias com ela ❌
joker ❌
o abutre ❌
o farol ❌
ilha do medo ❌
a outra história americana ❌
the batman ❌";2022-05-21 01:12:07+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:12:06+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:11:44+00:00;Twitter for Android
indo jogar batman no meu pc 🥰🥰;2022-05-21 01:10:47+00:00;Twitter Web App
batman o despertar tá muito FODA;2022-05-21 01:10:30+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ✅
taxi driver ❌
scarface  ❌
pulp fiction ✅
psicopata americano ✅
matrix ❌
drive  ❌
donnie darko ✅
lobo de w. street ❌
500 dias com ela ✅
joker ✅
o abutre ❌
o farol ❌
ilha do medo ✅
a outra história americana ❌
the batman ❌ https://t.co/DvrNovl38d";2022-05-21 01:10:28+00:00;Twitter for iPhone
@coxasdashizuku que isso morcego do batman;2022-05-21 01:09:56+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:09:41+00:00;Twitter for Android
Acho que o Vasco poderia vender a máscara do Batman. Seria maneiro!;2022-05-21 01:09:38+00:00;Twitter Web App
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 01:09:28+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:09:21+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 01:09:17+00:00;Twitter for Android
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 01:08:55+00:00;Twitter for Android
Acho que essa é a coisa, depois de dar com a cara na parede reassistindo a trilogia nolan do batman por conta de nostalgia, eu pude curti muito bem todos os outros filmes que sentei pra ver. E até as coisas q andei lendo pra falar a vdd. Cheguei na forma máxima de mulher cansada;2022-05-21 01:08:29+00:00;TweetDeck
RT @SaraCandida6: @Dc_da_depressao Melhor Batman e o Bruce Wayne;2022-05-21 01:08:02+00:00;Twitter for iPhone
Nunca vou superar a cena da explosão de batman, que obra de arte!;2022-05-21 01:08:01+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 01:07:54+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:07:45+00:00;Twitter for Android
@JooCarlosPauli5 @Luizotv8 Jurava que o Batman ia aparecer ... Só decepção;2022-05-21 01:06:16+00:00;Twitter for Android
@ErickMentales claramente um diálogo entre robin e batman;2022-05-21 01:06:08+00:00;Twitter for Android
RT @batcavebr: Então, nada contra o Batman ser bissexual, homossexual, demissexual ou qualquer que seja sua orientação sexual... mas todo c…;2022-05-21 01:06:06+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface ❌
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ✅
o farol ✅
ilha do medo ✅
a outra história americana ✅
the batman ✅";2022-05-21 01:05:51+00:00;Twitter for Android
"Ciro mais louco que o Batman kkkkk 

Obs: não desperdicem voto com ele, por favor https://t.co/SGzaEPTveZ";2022-05-21 01:05:51+00:00;Twitter Web App
@Cayo_comy @iggow @magazineluiza @GuiGGRF vazou pos credito de batman;2022-05-21 01:05:18+00:00;Twitter for Android
@SbLuisaugusto @Dc_da_depressao Ele tinha potencial. A atuação tava lá, tinha o melhor uniforme, as melhores cenas de ação, basicamente eles tinham a faca e o queijo na mão. Mas aí fizeram um Batman que tortura com ferro quente, explode e mata os bandidos.;2022-05-21 01:04:57+00:00;Twitter Web App
"Essa cicatriz de bala? 
Em Asa Noturna #81, Dick mostra uma cicatriz no ombro. Em Batman #408, Dick foi baleado pelo Coringa. Isso o levou a ""demissão"" do Dick do cargo de Robin. Nessa mesma edição, Jason rouba os pneus do Batmóvel. (versão pós Crise nas Infinitas Terras) https://t.co/wq01ryPiHp";2022-05-21 01:04:40+00:00;Twitter Web App
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface  ✅
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive  ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ❌
o abutre ❌
o farol ❌
ilha do medo ✅
a outra história americana ✅
the batman ✅ https://t.co/8ntk2fPlLC";2022-05-21 01:04:28+00:00;Twitter for iPhone
"bingo de filmes INCEL

fight club ❌
taxi driver ❌
scarface ❌
pulp fiction ❌
psicopata americano ❌
matrix ❌
drive ❌
donnie darko ❌
lobo de w. street ❌
500 dias com ela ❌
joker ✅
o abutre ❌
o farol ❌
ilha do medo ❌
a outra história americana ❌
the batman ✅ https://t.co/ptBJJ61mwR";2022-05-21 01:04:16+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:04:16+00:00;Twitter Web App
Fui assistir Batman de novo só pelo Robert gostoso 😘;2022-05-21 01:04:08+00:00;Twitter for iPhone
"bingo de filmes INCEL

fight club ❌
taxi driver ❌
scarface ❌
pulp fiction ❌
psicopata americano ❌
matrix ❌✅
drive ❌
donnie darko ✅
lobo de w. street ❌
500 dias com ela ✅
joker ✅
o abutre ❌
o farol ❌
ilha do medo ❌
a outra história americana ❌
the batman ✅ https://t.co/EhQ5OEDgOO";2022-05-21 01:03:50+00:00;Twitter for Android
"@fleabagswift bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface ✅
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive ❌
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ❌
o farol ✅
ilha do medo ✅
a outra história americana ❌
the batman ✅";2022-05-21 01:02:31+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ❌
taxi driver ❌
scarface ❌
pulp fiction ✅
psicopata americano ❌
matrix ❌
drive ❌
donnie darko ❌
lobo de w. street ❌
500 dias com ela ❌
joker ✅
o abutre ✅
o farol ✅
ilha do medo ✅
a outra história americana ❌
the batman ❌ https://t.co/MOaw6KaqII";2022-05-21 01:02:31+00:00;Twitter for Android
@H2007Pedro @danilovsks @berberx_ a foto do batman no perfil kkkkkkkkk;2022-05-21 01:02:16+00:00;Twitter for Android
@batman_Kulczyk_ imagino a putaria q deve estar KKKKKKKKKKKKKKKKKKK;2022-05-21 01:02:13+00:00;Twitter for Android
@gnomobombado @Loui_batatinha @anagostadegato @ApenasEuTh @Irracionalnew E aliás, não foi por pedido do público q o autor fez o Batman ser bi não, foi o próprio autor a escolheu isso;2022-05-21 01:02:04+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 01:01:34+00:00;Twitter for Android
O Batman é foda mas o Asa Noturna é amado por todos, foda-se;2022-05-21 01:01:28+00:00;Twitter for Android
vou ver se é luz, se eu não ter que ir em médico amanhã vou vou ficar o dia todo amanhã na completa escuridão até parar de doer ou, na melhor das hipóteses, me tornar o Batman;2022-05-21 01:01:19+00:00;Twitter for Android
@gnomobombado @Loui_batatinha @anagostadegato @ApenasEuTh @Irracionalnew Cara, pessoas bissexuais se descobrem assim ué, vc gosta de mulher, aí do nada vc acaba descobrindo a gosta de homem também, transformar o Batman em bi não é algo tão sem sentido, pq realmente pode acontecer com qualquer pessoa;2022-05-21 01:01:09+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 01:00:54+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:00:50+00:00;Twitter for Android
"nossa silencio na tl começou a passar a OBRA DE ARTE que eh o clipe de Hold Me, Thrill Me, Kiss Me, Kill Me

eh trilha de Batman Forever, se eu fosse vcs iria assistir pra receber um pouco de CULTURA!!";2022-05-21 01:00:46+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 01:00:30+00:00;Twitter Web App
Alexandre Frota desbanca Batman e é eleito o melhor jogador de futebol nos últimos 25 anos;2022-05-21 01:00:18+00:00;Cheap Bots, Done Quick!
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 01:00:13+00:00;Twitter for Android
@beyemotion @jairbolsonaro hahahaha sub 18 esquerdista ta mais perdida q o batman ao meio dia https://t.co/KYKmRYjFQD;2022-05-21 00:59:14+00:00;Twitter Web App
@imsot1red__ @Paulo_yuki @peitudacult com certeza finge ser criança pra se tratar. e eu sou o batman;2022-05-21 00:59:01+00:00;Twitter for Android
Krl!!!!! O morbius tem a música da triologia do Batman Cavaleiro das trevas do Christian Bale;2022-05-21 00:58:58+00:00;Twitter for Android
O Ícaro tem o mesmo mbti q o Batman... https://t.co/QuvHDws9yE;2022-05-21 00:58:46+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface ✅
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ✅
o farol ✅
ilha do medo ✅
a outra história americana ❌
the batman ✅ https://t.co/DmVg2DwPC8";2022-05-21 00:58:25+00:00;Twitter for iPhone
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:58:15+00:00;Twitter for Android
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 00:58:14+00:00;Twitter Web App
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface  ✅
pulp fiction ✅
psicopata americano❌
matrix ✅
drive  ✅
donnie darko❌
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ✅
o farol ✅
ilha do medo❌
a outra história americana ✅
the batman ✅ https://t.co/HtRUbHIpUt";2022-05-21 00:58:08+00:00;Twitter Web App
"bingo de filmes INCEL

fight club ✅
taxi driver ❌
scarface ❌
pulp fiction ✅
psicopata americano ❌
matrix ❌
drive ❌
donnie darko ❌
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ❌
o farol ❌
ilha do medo ✅
a outra história americana ✅
the batman ✅ https://t.co/RuxESo2q2y";2022-05-21 00:57:55+00:00;Twitter for iPhone
"@jvsilveira97 Uma coisa só é pouco: escola de samba, a obra prima da música ""40 graus de amor"", batman do Nolan e Zarcatis";2022-05-21 00:57:55+00:00;Twitter Web App
@hemsdilf tirou não amg essa capa não é de uma hq, é capa homenagem que sempre tem das hqs do batman, nas hqs da arlequina ela tá num momento totalmente diferente;2022-05-21 00:57:46+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:57:39+00:00;Twitter for Android
@AdoMartins8 Não fizeram a testa do batman?;2022-05-21 00:57:35+00:00;Twitter for iPhone
Trabalhos em grupo me fazem entender porque o Batman trabalha sozinho;2022-05-21 00:57:18+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface ❌
pulp fiction ✅
psicopata americano ❌
matrix ✅
drive ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ❌
o farol ✅
ilha do medo ✅
a outra história americana ❌
the batman ✅ https://t.co/UpHqeaPKpD";2022-05-21 00:57:06+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:56:50+00:00;Twitter Web App
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:56:43+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:56:11+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:55:38+00:00;Twitter for Android
@jenoninfeto quero ela de antiheroina mas tendo momentos de heroína as vezes, igual na hq dela que ela ajuda o batman em um caso;2022-05-21 00:55:33+00:00;Twitter for Android
"fight club ✅
taxi driver ✅
scarface ✅
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ❌
joker ✅
o abutre ✅
o farol ✅
ilha do medo ✅
a outra história americana ❌
the batman ❌ https://t.co/ZKnzPFpIWR";2022-05-21 00:55:22+00:00;Twitter for Android
lembrei do quadrinho que o todd tem dele e do batman na base dele e to mt triste;2022-05-21 00:55:21+00:00;Twitter for iPhone
@CEOofBabylon Prefiro o batman;2022-05-21 00:55:17+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:54:54+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:54:42+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:54:29+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ❌
taxi driver ❌
scarface ❌
pulp fiction ❌
psicopata americano ✅
matrix ✅
drive ❌
donnie darko ✅
lobo de w. street ✅
500 dias com ela ❌
joker ✅
o abutre ❌
o farol ✅
ilha do medo ❌
a outra história americana ❌
the batman ✅ https://t.co/QIHbVkxR1A";2022-05-21 00:54:28+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:54:11+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:54:06+00:00;Twitter for Android
Achei uma cartela de adesivos do batman que ganhei na ccxp19. Duas, na verdade. Nunca foi usada e a minha credencial tava junto. Agora vou sair colando em tudo dusjsjdnsjsnajs https://t.co/RZ9TeaJ6jp;2022-05-21 00:53:36+00:00;Twitter for Android
"@PodcastUDC 1° Flash retrocedendo o tempo 
2° União da Trindade 
3° Mulher Maravilha na terra de ninguém 
4° 1° voo do Superman 
5° Superman vs Lobo da Estepe 
6° Aquaman chega na guerra contra Orm
7° Batman no armazém 
8° Superman superando a gravidade da máquina de terraformar";2022-05-21 00:53:27+00:00;Twitter for Android
@joaopeguima vai no beco do batman;2022-05-21 00:53:01+00:00;Twitter for iPhone
"RT @HBOMaxBR: É como diz o ditado, ""todo vilão é o herói da sua própria história""... e do seu vídeo clickbait no YouTube também.

#Batman j…";2022-05-21 00:52:35+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:52:30+00:00;Twitter for Android
@VsAlvss Aí já viu o novo Batman?? C n, bora v;2022-05-21 00:52:27+00:00;Twitter for Android
"RT @rencs9: Uma pausa
.
.
#Batman #RedHood #ArtistOnTwitter #procreateart https://t.co/VMWMOnPI2X";2022-05-21 00:52:26+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:51:57+00:00;Twitter for iPhone
RT @N0Se1_: Provavelmente a minha sequência favorita de qualquer filme do Batman, a definição do que o personagem é, o arco finalizado, a a…;2022-05-21 00:51:53+00:00;Twitter for Android
Se esses não forem os visuais do robin e do asa noturna no universo de The Batman eu não assisto https://t.co/FtPVcYMlAL;2022-05-21 00:50:59+00:00;Twitter for Android
"@Karll9z Na vdd é pq a Marvel tem medo de inovar
Dc simplesmente maceta em filme solo
Coringa e Batman ta ai de prova";2022-05-21 00:50:54+00:00;Twitter for Android
ouvindo de novo o podcast do Batman pois muito bom;2022-05-21 00:50:28+00:00;Twitter for iPhone
@vickivapo @JniorAb68912176 @Jao23War @WagnerThomazoni Exato, sem contar q ele vou o filme com a bunda p falar isso ne, pq nn tem so o gordon e a kyle d bom no filme, o alfred fica onde? Mlk idiota KWSKAKEKAKDK e eu vou falar q eu achei d todos os filmes d batman esse gordon o mlhr d todos;2022-05-21 00:50:09+00:00;Twitter for Android
Ninguém merece, principalmente esse Batman, ele não merece nada https://t.co/rNPZR4vRxa;2022-05-21 00:50:02+00:00;Twitter for Android
@Caskelito @GNGeekNation A Marvel tem mais títulos no Top de mais vendidos, personagens B, da DC é só Batman e derivado de Batman;2022-05-21 00:48:49+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:48:12+00:00;Twitter for Android
"Hoje em dia não temos um minuto de paz! Conseguiram cag… até no filme do batman, transformaram o cavaleiro das trevas em um gótico depressivo, afff.
Filme ruim que doe. https://t.co/gXhvvUa5Cr";2022-05-21 00:48:10+00:00;Twitter for iPhone
Essa história do Batman ser bi é o maior insulto que eu já li no mundo geek. Em 80 anos nunca houve indícios de tal coisa. Justamente na geração de lacração e politicamente correto surge algo RIDICULO ! Inacreditável.;2022-05-21 00:47:57+00:00;Twitter for iPhone
krlh, o patrick bateman é o batman 😨;2022-05-21 00:47:47+00:00;Twitter for iPhone
Elon tá longe de ter a cabeça do bilionário fictício Batman, esse que tem uma coerência de caráter, apesar das contradições, nem mesmo do Stark, que como um bom Gary Stu tira tudo do bolso. Volto a falar, toda a baboseira de imagem do Elon Musk, esconde os estados nacionais,;2022-05-21 00:47:29+00:00;Twitter for Android
meus pais não aguentaram em vê the batman todo kkkkkk;2022-05-21 00:47:09+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:46:58+00:00;Twitter for iPhone
paizinho assistindo batman cmg amo ele demais;2022-05-21 00:46:47+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:46:46+00:00;Twitter for iPhone
@abonecafrozen Então amigo essa é a tua rant kkkkk a boneca é o Batman do Twitter;2022-05-21 00:46:42+00:00;Twitter for iPhone
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:46:31+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:46:30+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:46:11+00:00;Twitter Web App
@lqzytown tava terminando batman peguei no celular agr;2022-05-21 00:45:03+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:44:14+00:00;Twitter for iPhone
@Pesgrau Pq Ele é o Batman;2022-05-21 00:44:02+00:00;Twitter for Android
paul dano usando chanel 03' no próximo batman https://t.co/X71IOA4T3F;2022-05-21 00:43:57+00:00;Twitter for Android
@mundodabola a tatuagem do batman do christian bale mais conhecido como o melhor batman da história!!! adulto ney é foda;2022-05-21 00:43:53+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:43:32+00:00;Twitter for iPhone
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:42:58+00:00;Twitter for Android
@Dc_da_depressao Batman do Bale é extremamente superestimado (falei do Batman, não do filme). Pattinson é superior em todos os sentidos. E o Affleck é realmente um divisor de opiniões;2022-05-21 00:42:39+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:42:30+00:00;Twitter for Android
Muito foda!!!!! Só errou no Batman https://t.co/rrL25z3loI;2022-05-21 00:42:24+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:42:20+00:00;Twitter for Android
Meu deus acabei de ver The Batman e que filme meus amores, que filme!;2022-05-21 00:42:10+00:00;Twitter for Android
@Teelis_TL Em 2h tá mais louco que o Batman kkkkk;2022-05-21 00:42:03+00:00;Twitter for Android
