tweet;created_at;source
engraçado q meu irmão mais novo ficou 🤨🤨🤨😧 assistindo batman;2022-05-21 00:42:02+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:41:56+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:41:51+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:41:45+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:41:41+00:00;Twitter for iPhone
assisti batman do robert e fiz um compilado com as minhas reações, mandei pro meu melhor amg q ainda não viu pra ele assistir logo 🙏🙏;2022-05-21 00:41:34+00:00;Twitter for Android
assistindo o filme do batman que lançou esse ano,por enquanto mt daora vius;2022-05-21 00:41:05+00:00;Twitter for Android
o próximo filme do Batman https://t.co/ObeLUqbxUh;2022-05-21 00:40:43+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:40:20+00:00;Twitter for Android
@viniy59 @merasnixx @Dc_da_depressao É pq vc a vê como tapete do coringa sem separar a Harley em si. Na série animada do Batman ela faz diversas coisas por conta própria e já quase largou o coringa mais de uma vez. Porém como ele tinha uma influência grande sob ela, ela voltava.;2022-05-21 00:40:15+00:00;Twitter for iPhone
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 00:39:43+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:39:27+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:39:07+00:00;Twitter for Android
agora minha lista de filmes de heróis está ficando cheia . Já assisti 3 filmes, Ultimato , Batman e Doutor estranho;2022-05-21 00:39:01+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:38:34+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:38:29+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:38:15+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:37:56+00:00;Twitter for Android
@CRF_ELAINE1895 Ele é o Batman;2022-05-21 00:37:55+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:37:52+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:37:51+00:00;Twitter Web App
@UniversoDCnauta @batman_lucas21 E perdemos mto 😭;2022-05-21 00:37:46+00:00;Twitter for Android
@baddhye ator q fez o vilao nesse ultimo batman https://t.co/c59NQTY4rd;2022-05-21 00:37:40+00:00;Twitter Web App
@batman_lucas21 Só console e pc;2022-05-21 00:36:49+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:36:36+00:00;Twitter for Android
Assistir filme de Batman hoje seria uma boa;2022-05-21 00:36:22+00:00;Twitter for Android
"Batman não termina nunca pqp
esse é o único ponto ruim desse filme";2022-05-21 00:36:08+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:36:04+00:00;Twitter for iPhone
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:35:16+00:00;Twitter for Android
Man serio eu amei batman, assisti com sono e barulhos de peido por razões de: assistimos com efeitos sonoros de fundo e com sono mas eu amei;2022-05-21 00:35:11+00:00;Twitter for iPhone
"tem uma cena mto específica do filme do batman em que ele atravessa a ""enchente"" segurando uma tocha e sendo seguido pelas pessoas, aquela cena é linda demais, sou doida pra encontrar ela";2022-05-21 00:35:03+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:34:54+00:00;Twitter for Android
comprei mais biscoito do Batman;2022-05-21 00:34:39+00:00;Twitter for Android
"BATMAN - A EXPOSIÇÃO no shopping Iguatemi Campinas!!!! Inaugura hoje!!
#Batman https://t.co/p3ekT1oVeN";2022-05-21 00:34:37+00:00;Twitter for Android
Zoam  o batman  do alffleck, mas faz mais sentido os bandidos terem medo de uma jamanta de 200 kg com sangue nos olhos e uma marca de ferro quente do que o batman mirrado do bale. https://t.co/V7lrJCSvGb;2022-05-21 00:34:25+00:00;Twitter for Android
chorei e esqueci q eu ainda tava de maquiagem, to parecendo a porra do batman agr;2022-05-21 00:34:12+00:00;Twitter for iPhone
"bingo de filmes INCEL

fight club ✅
taxi driver ❌
scarface  ❌
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive  ❌
donnie darko ❌
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ❌
o farol ❌
ilha do medo ✅
a outra história americana ✅
the batman ✅ https://t.co/Qz5fCTC0iT";2022-05-21 00:33:49+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:33:48+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:33:37+00:00;Twitter for Android
@lnsxzzz e eu sou o Batman;2022-05-21 00:33:24+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:33:01+00:00;Twitter for Android
voltei pro fundo do poço (assistindo the batman);2022-05-21 00:32:58+00:00;Twitter for Android
@marcelobecker É a casa da Hera Venenosa do Batman?;2022-05-21 00:32:53+00:00;Twitter for Android
@FlaviaGabrig Virou o Batman agr;2022-05-21 00:32:49+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:32:12+00:00;Twitter Web App
@atoaaquibjss @g_tavaress21 @danielkkkjj1 e eu sou o batman;2022-05-21 00:31:54+00:00;Twitter for iPhone
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:31:49+00:00;Twitter for Android
@Taaicbeza vem assistir batman;2022-05-21 00:30:39+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:30:34+00:00;Twitter for Android
"RT @BLACKPINKBRASIL: 📌 Algum filme ou série que você gostou recentemente? 

R: Ela recentemente assistiu a série “Servant” e assistiu “Dune…";2022-05-21 00:30:13+00:00;Twitter for Android
RT @N0Se1_: Provavelmente a minha sequência favorita de qualquer filme do Batman, a definição do que o personagem é, o arco finalizado, a a…;2022-05-21 00:30:11+00:00;Twitter for iPhone
"Mostra reúne mais de 400 peças em 500 metros quadrados; veja como comprar ingressos

https://t.co/S3AghQ3FB1";2022-05-21 00:30:00+00:00;TweetDeck
"RT @thebatcentral: 🦇SUCESSO QUE CHAMA✨

Os produtos: 
- Blu-Ray 4k de #TheBatman 
- “The art of The Batman”
- “Batman Year one” 
- The Batm…";2022-05-21 00:29:47+00:00;DCRetweetBot
@Pesgrau Fã do Batman;2022-05-21 00:29:36+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:29:34+00:00;Twitter for Android
@Pesgrau Ele é o Batman!;2022-05-21 00:29:11+00:00;Twitter for iPhone
@mafereuzinha e eu sou o batman👍🏼 já esqueceu de hoje de manhã?;2022-05-21 00:28:58+00:00;Twitter for iPhone
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 00:28:49+00:00;Twitter for iPhone
@nightcrawlng olheiras sao charme vc nn viu o batman .. morto por dentro e sexy;2022-05-21 00:28:42+00:00;Twitter for Android
to fantasiada de batman (esfreguei o olho q tava com rimel e delineado;2022-05-21 00:28:31+00:00;Twitter for Android
@FelipoZarudo Ri bastante com a cena do Batman vs Alien. Apesar de que a conclusão da luta é tocante 😭;2022-05-21 00:28:07+00:00;Twitter Web App
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface ✅
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ❌
o farol ❌
ilha do medo ✅
a outra história americana ✅
the batman ✅

Pqp viu https://t.co/4i5hxGIu7N";2022-05-21 00:28:05+00:00;Twitter for iPhone
mulher maravilha é uma personagem da marvel e o batman morre no filme dos vingadores.;2022-05-21 00:28:03+00:00;Twitter Web App
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:28:01+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:27:38+00:00;Twitter for Android
"RT @thebatcentral: 🦇SUCESSO QUE CHAMA✨

Os produtos: 
- Blu-Ray 4k de #TheBatman 
- “The art of The Batman”
- “Batman Year one” 
- The Batm…";2022-05-21 00:27:18+00:00;Twitter for Android
@Kemelydnd Meu Deus!! é o Batman !? Fui enganado esse todos esses anos!!;2022-05-21 00:26:45+00:00;Twitter for Android
"Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre Louva-a-Deus e BOB
• He-man e Esqueleto
• Lumiere
• Linguado
• Randy Marsh
• My Little Pony
• Tio Patinhas

O verdadeiro Multiverso da Loucura https://t.co/F9SB1eQh37";2022-05-21 00:26:38+00:00;Twitter Web App
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:26:26+00:00;Twitter for Android
"@DiLuaLovebook KKKKKKKKKKKKK CARA, ME PERDOA 
MAS FOI MUITO RUIM KKKKKKKKKKKKKKKKKKKK

deixar de falar com vc? jamais, vc conseguiu me agraciar tendo piores piadas que eu e olha que eu sei a do batman (bat palmas, não vou nem desenvolver)";2022-05-21 00:26:13+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:25:57+00:00;Twitter for Android
"@Lzn1NTC @hfloret Lunático onde?
Batman, g.dias, quintero, conceição e Edimar
Yuri, (a ver), palácios e nenê
Erick e Figueiredo

Entre oq a gente tem é a melhor equipe";2022-05-21 00:25:53+00:00;Twitter for Android
@MissEIIa amiga eu vi que é mentiraaaa que ódio, botaram ela pra andar com essa roupa no set só pra vazar coisa falsa, igual fizeram em The Batman;2022-05-21 00:25:22+00:00;Twitter for iPhone
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:24:58+00:00;Twitter for Android
"batman c preparo = roteiro

feiticeira literalmente manipula a realidade, só não manipula o roteiro

então sim https://t.co/odQeFN7Blj";2022-05-21 00:24:02+00:00;Twitter for Android
"@S4ntor0 @Meritello_ Kkk obra de arte no meio de filmes de herói, principalmente em comparação a muitos do ucm, que mt das vezes são genéricos e isso é uma coisa que the Batman não passa nem perto. Na minha opinião tá entre os 5 melhores, brigando só com cachorro grande

Dito isso, o melhor do ano 🦇";2022-05-21 00:23:53+00:00;Twitter for Android
to só a capa do batman;2022-05-21 00:23:21+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:22:39+00:00;Twitter for Android
Eu e Bernardo comendo cachorro quente e vendo The Batman, pode ta tudo uma merda ele ta aqui muda 100%;2022-05-21 00:22:38+00:00;Twitter Web App
Tô com a imagem dele de Batman CADÊ OS OLHINHOS DE PANDA ?;2022-05-21 00:22:06+00:00;Twitter for iPhone
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-21 00:21:40+00:00;Twitter Web App
@chrisgonzatti Pensando na marca tenebrosa de bronzeado que o batman vai ficar;2022-05-21 00:21:13+00:00;Twitter for Android
me perdoem eu simplesmente  AMO o robert mas esse batman é HORRIVEL de feio oq fizeram com o meu aduardo https://t.co/HiwykqyaA2;2022-05-21 00:20:39+00:00;Twitter for Android
@archerxhood Não consigo achar a imagem mais e aquela do Batman falando q odeia o coringa no final do filme Batman lego filme muito bom;2022-05-21 00:20:28+00:00;Twitter for Android
@malupr Tipo Coringa com o Batman;2022-05-21 00:20:05+00:00;Twitter Web App
@EnzoDoTwT Batman com guarda-chuva;2022-05-21 00:19:32+00:00;Twitter for Android
@Rconstantino Temos fã de Batman, do Spyder Man, do Iron Man, e agora temos fã de... empresário gringo abusador! Esses reaças precisam ser estudados! Hahahaha;2022-05-21 00:19:18+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:18:58+00:00;Twitter for Android
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 00:18:10+00:00;Twitter for Android
acho q vo assistir batman finalmente;2022-05-21 00:17:59+00:00;Twitter for iPhone
"RT @XoloTannerdaily: 🚨 Xolo Mariduena se juntou ao elenco de dublagem da animação Bat-Wheels ao lado de Jacob Bertrand. 

onde os clássicos…";2022-05-21 00:17:48+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface✅
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ✅
o farol ✅
ilha do medo ✅
a outra história americana ✅
the batman ✅ https://t.co/S9aUKfmObA";2022-05-21 00:17:06+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:16:55+00:00;Twitter for Android
RT @thekoi_: Batman é um dos meus heróis favoritos, gosto muito dele;2022-05-21 00:16:44+00:00;Twitter for Android
O q eu tô hypado pra um possível Batman 2 é brincadeira;2022-05-21 00:16:40+00:00;Twitter for Android
@HBOMaxBR Só quem curte esse Batman é a galera que curtia Crepúsculo. Filme horrível;2022-05-21 00:16:33+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:16:31+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:16:12+00:00;Twitter for iPhone
Bora Tentar levantar pq hj tem gameplay, vou segurar o frio no conhaque na caneca do Batman;2022-05-21 00:16:02+00:00;Twitter for Android
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 00:16:01+00:00;Twitter for iPhone
e vamos de assistir batman com a minha mae e os gatos 👆;2022-05-21 00:15:52+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:15:04+00:00;Twitter for Android
"RT @rencs9: Uma pausa
.
.
#Batman #RedHood #ArtistOnTwitter #procreateart https://t.co/VMWMOnPI2X";2022-05-21 00:15:04+00:00;Twitter for Android
@Pesgrau Por causa do lançamento novo filme Batman;2022-05-21 00:13:29+00:00;Twitter Web App
Tô só o cipó do Tarzan,  a capa do Batman, o pó da gaita, https://t.co/73z8rCTcjH;2022-05-21 00:12:37+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:12:27+00:00;Twitter for Android
Dia de ficar mais loco que o batman 🤪;2022-05-21 00:12:04+00:00;Twitter for Android
@criadaclarisse fodase, poderia ser o batman;2022-05-21 00:12:04+00:00;Twitter for Android
@Mini_Batman_ @kayoschulz13 vo sabe;2022-05-21 00:11:41+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:11:39+00:00;Twitter Web App
@Mini_Batman_ @kayoschulz13 eu nem sei q q é isso kkkkkkkkk;2022-05-21 00:10:42+00:00;Twitter for iPhone
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 00:09:44+00:00;Twitter for iPhone
@chastaindetails comprei um desses uma delícia so pq é do Batman;2022-05-21 00:09:31+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:08:48+00:00;Twitter Web App
KSJSBSKSKSKSKKSKWM LIS ME FEZ FALAR COM UMA MENINA Q EU NAO CONHEÇO SO PRA DIZER Q ELA É O BATMAN;2022-05-21 00:08:40+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:06:55+00:00;Twitter Web App
preciso ver Batman;2022-05-21 00:06:42+00:00;Twitter for Android
Batman é um dos meus heróis favoritos, gosto muito dele;2022-05-21 00:06:34+00:00;Twitter for Android
2H30 DE EPISÓDIO? que isso filme do Batman porra https://t.co/t3fMP25iWk;2022-05-21 00:06:15+00:00;Twitter for Android
@S4ntor0 @lcscrf_ Tinha que ser você um hater desse filme do the batman, nada de novo de baixo do sol;2022-05-21 00:05:49+00:00;Twitter for iPhone
Eu amo Levi com a toca do Batman kkkk;2022-05-21 00:05:10+00:00;Twitter for Android
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-21 00:04:51+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:04:48+00:00;Twitter Web App
The Northman e The Batman, até agora, são disparados os melhores filmes desse ano, e uns dos melhores filmes que eu já vi na minha vida;2022-05-21 00:04:47+00:00;Twitter Web App
@Suetamhehe Eis a questão: COMO ELES CONSEGUIRAM OS DIREITOS PRA COLOCAR ELE E O BATMAN?;2022-05-21 00:04:30+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:03:21+00:00;Twitter for iPhone
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:03:05+00:00;Twitter for Android
"Harry Styles um dos artistas mais pica da atualidade, não duma fora. Robert Pattinson um dos atores maus pica da atualidase, calando a boca de meio mundo de nerdol com a atuação do Batman e tal

no final das contas aquela menina de aparelho do ensino médio era uma visionária";2022-05-21 00:02:51+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-21 00:02:49+00:00;Twitter for Android
batman arkham knight é o mais foda de todos? sim ou com certeza?;2022-05-21 00:02:35+00:00;Twitter for iPhone
tomando meu caldinho assistindo the Batman 🥰🥰🥰🥰;2022-05-21 00:02:32+00:00;Twitter for iPhone
@hbirosa Eu agora mesmo usando meu casaco do Batman 🥰;2022-05-21 00:01:57+00:00;Twitter for Android
@Nacao_DC Cruzes, esse Dick tá a cara do Tom Crise 😩😩😩E a DC já colocou Batman em roupas de banho muito melhores do que o calção e máscara.;2022-05-21 00:01:36+00:00;Twitter for Android
@Matheusarch31 @ricardoagalvao @TNTSportsBR Ele disse uma vez que seu herói favorito é o Batman;2022-05-21 00:01:25+00:00;Twitter for Android
@lcscrf_ @Meritello_ The Batman não é melhor nem que o último filme do 007 😭😭😭;2022-05-21 00:01:22+00:00;Twitter for Android
@cristao_dia @Oficialluizlima @jairbolsonaro Teu cu é o batman meu pau é o charada;2022-05-21 00:00:51+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-21 00:00:17+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-21 00:00:05+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:59:09+00:00;Twitter for Android
Um lago sujo pra porra, e lá teve uma discussão e o anjo, o cap e a viuva entraram nas lojinahs pra descobrir algo enquanto a mulher gato chorava porq o batman tinha morrido e ela n se achava suficiente pra ta na equipe tudo isso com a outra anjo me encarando com desprezo +;2022-05-20 23:58:52+00:00;Twitter Web App
criando expectativa com esse filme do batman;2022-05-20 23:58:05+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:57:59+00:00;Twitter Web App
lego batman é genil vsf;2022-05-20 23:57:57+00:00;Twitter Web App
@Rodrigo83975945 Só queria ter a conta bancária do Batman;2022-05-20 23:57:57+00:00;Twitter for iPhone
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:57:49+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:57:42+00:00;Twitter for Android
véi ela barrou até o Batman nas vendas https://t.co/XlEOzXqB2R;2022-05-20 23:57:40+00:00;Twitter for Android
me obrigaram a assistir the batman pela terceira vez https://t.co/34niGwZoIH;2022-05-20 23:57:25+00:00;Twitter for Android
"RT @GEEKFLIXOFICIAL: MULTIVERSO DA LOUCURA PORQUE CHORAS? 

Tico e Teco: #DefensoresdaLei conta com referências ao Batman Vs Superman do Za…";2022-05-20 23:57:16+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:57:10+00:00;Twitter for Android
@Dc_da_depressao eu scho batman do Afleck feião;2022-05-20 23:56:59+00:00;Twitter for Android
@Tocha961 @Napalm47ak Porra, faz aquele idiota usando roupinha de aniversário do batman que tava agora pouco virar bicha, faz ele virar, menos vergonha pros fãs do verdadeiro personagem;2022-05-20 23:56:02+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:55:44+00:00;Twitter for iPhone
"[20/05/2022 20:53:04] cami: superman é tão paia
 [20/05/2022 20:53:12] ⠀daphi namo!! 🫶: ok
 [20/05/2022 20:53:27] ⠀daphi namo!! 🫶: “daphinny morreu”
 [20/05/2022 20:53:52] cami: “indo no cemitério com o batman”";2022-05-20 23:54:42+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:54:37+00:00;Twitter for Android
@liroscorpion Só falta ser o Batman;2022-05-20 23:54:25+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:54:04+00:00;Twitter for Android
@fenixshill @Napalm47ak No caso batman msm é bruce wayne o resto é tapa buraco msm nao consegue se sustentar;2022-05-20 23:54:04+00:00;Twitter Web App
3 é o batman kkkkkkkkkkkkkk;2022-05-20 23:54:01+00:00;Twitter Web App
@Mini_Batman_ @gabthais_ achei que era close friends;2022-05-20 23:53:58+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:53:41+00:00;Twitter Web App
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:53:35+00:00;Twitter Web App
RT @GoodNerd23: A Disney simplesmente colocou o BATMAN do Ben Affleck com seu filme solo no filme do Tico e Teco! https://t.co/P31oLvadg6;2022-05-20 23:52:52+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:52:29+00:00;Twitter for Android
